6.011653e+03 2.741747e+02 1.613815e+03 8.514821e-01 3.324504e-01 5.921294e-02 -5.102130e-03 2.956788e+00
6.294029e+03 4.546164e+02 8.997184e+02 2.185030e-01 1.225030e-01 2.725553e-03 -3.763517e-02 3.245260e+00
8.601382e+03 2.471229e+02 1.875210e+03 2.657520e-01 4.927075e-01 6.075990e-02 5.408357e-02 3.251274e+00
9.322015e+03 3.271317e+02 2.782596e+02 6.754786e-01 6.117586e-01 4.227101e-02 -1.262306e-02 3.008069e+00
9.219383e+03 3.515341e+02 1.133166e+03 8.656409e-01 8.969557e-01 4.751320e-02 -5.719233e-02 2.850285e+00
8.242357e+03 2.351056e+02 1.040586e+03 6.236927e-01 6.549297e-01 2.914133e-02 -4.514677e-02 3.162572e+00
6.802369e+03 1.020482e+02 1.786572e+03 9.328486e-01 5.324637e-01 1.281953e-02 5.854778e-02 2.615237e+00
6.101790e+03 4.352885e+02 1.005708e+03 8.370725e-01 6.024205e-01 3.409613e-02 -1.268607e-02 3.285541e+00
6.874685e+03 2.681872e+02 5.498200e+02 4.687789e-01 9.471629e-01 1.683501e-02 6.453422e-02 3.269898e+00
7.635448e+03 4.935004e+02 1.235445e+03 3.690614e-01 8.471660e-01 2.211955e-02 5.122000e-02 3.626292e+00
7.867870e+03 3.861367e+02 8.592271e+02 5.378335e-01 3.633087e-01 3.188320e-02 -2.610619e-02 3.200405e+00
9.405305e+03 1.977349e+02 6.930357e+02 8.473129e-01 6.647268e-01 4.440238e-02 -7.554810e-03 2.911485e+00
6.211146e+03 1.949007e+02 9.632022e+02 1.789266e-01 1.934967e-01 4.800987e-02 -2.693524e-02 3.365131e+00
7.150986e+03 3.824409e+02 1.170390e+03 7.964412e-01 9.620777e-01 3.281891e-02 -6.328052e-02 3.161451e+00
9.171657e+03 1.879720e+02 3.307847e+02 1.410268e-01 2.141966e-01 6.832161e-02 1.341984e-02 3.203913e+00
6.747917e+03 2.959663e+02 6.764594e+02 7.259525e-01 8.718110e-01 5.811715e-02 -4.050531e-02 3.163350e+00
6.100616e+03 1.911233e+02 1.759838e+03 4.585653e-01 7.649355e-01 5.116928e-02 4.447562e-02 3.865774e+00
6.798915e+03 1.780089e+02 1.987210e+03 9.403216e-02 9.238783e-02 5.577950e-02 2.707415e-02 3.304400e+00
9.195075e+03 2.679294e+02 1.846528e+03 2.346600e-01 9.776653e-01 6.976440e-02 -4.042332e-02 3.836531e+00
8.254165e+03 4.564588e+02 4.162934e+02 1.906190e-01 4.834553e-02 4.323916e-02 1.413434e-02 3.255939e+00
9.472377e+03 4.420830e+02 1.772349e+03 9.996169e-01 4.242658e-01 4.988496e-02 -6.213494e-02 2.021651e+00
7.969877e+03 3.047788e+02 1.548842e+03 4.993538e-01 1.344098e-01 8.127024e-03 -7.545036e-03 3.450215e+00
7.955026e+03 3.405703e+02 1.095511e+03 7.741893e-01 7.268863e-01 3.396568e-02 6.232165e-02 2.855099e+00
6.748677e+03 4.390115e+02 4.807261e+02 7.224511e-02 5.833207e-01 4.705275e-02 6.133558e-03 3.865256e+00
6.960980e+03 1.668189e+02 1.111279e+03 4.911979e-02 2.314510e-01 5.139740e-03 -3.877657e-02 3.504331e+00
9.085414e+03 2.494036e+02 3.258652e+02 7.456151e-01 3.981536e-01 1.224588e-02 -4.108983e-02 2.636816e+00
